state_code,state,district_code,district,state_census2011_code,district_census2011_code,source_id,source_year,source_url
32,Kerala,554,Alappuzha,32,598,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,121,Ambedkar Nagar,09,178,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,27,Amritsar,03,049,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,672,Arvalli,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,611,Arwal,10,240,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,189,Aurangabad,10,235,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,125,Bahraich,09,180,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,646,Balod,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,127,Balrampur,09,182,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,649,Balrampur-Ramanujganj,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,623,Bandipora,01,009,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,470,Beed,27,523,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,650,Bemetara,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,525,Bengaluru Urban,29,572,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,179,Bhadohi,09,198,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,471,Bhandara,27,506,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,395,Bhind,23,420,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,636,Bijapur,22,417,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,676,Botad,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,47,Chamoli,05,057,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,135,Chandauli,09,196,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,253,Chandel,14,280,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,473,Chandrapur,27,509,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,398,Chhatarpur,23,425,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,668,Chhotaudepur,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,445,Dahod,24,485,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,310,Dakshin Dinajpur,19,331,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,400,Damoh,23,428,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,444,Dangs,24,489,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,309,Darjeeling,19,327,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,535,Davangere,29,567,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,269,Dhalai,16,291,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,352,Dhenkanal,21,383,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,404,Dindori,23,453,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,769,Dudu,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,657,East Jaintia Hills,17,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,748,Eluru,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,573,Erode,33,610,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,651,Fazilka,03,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,31,Ferozepur,03,043,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,446,Gandhinagar,24,473,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,328,Garhwa,20,346,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,645,Gariyaband,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,196,Gaya,10,236,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,654,Gomati,16,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,331,Gumla,20,366,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,17,Hamirpur,02,028,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,686,Hanumakonda,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,408,Harda,23,448,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,50,Haridwar,05,068,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,539,Hassan,29,574,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,355,Jagatsinghapur,21,380,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,102,Jaipur,08,110,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,104,Jalore,08,116,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,314,Jalpaiguri,19,328,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,687,Jayashankar Bhupalapally,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,105,Jhalawar,08,129,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,153,Jhansi,09,166,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,357,Jharsuguda,21,371,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,382,Kabeerdham,22,407,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,702,Kalimpong,19,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,156,Kanpur Dehat,09,163,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,108,Karauli,08,107,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,508,Karimnagar,00,534,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,201,Katihar,10,212,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,360,Kendrapara,21,379,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,414,Khargone (West Nimar),23,440,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,450,Kheda,24,483,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,159,Kheri,09,153,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,652,Khowai,16,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,606,Khunti,20,365,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,620,Kishtwar,01,018,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,263,Kolasib,15,282,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,315,Kolkata,19,342,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,559,Kollam,32,600,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,109,Kota,08,127,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,160,Kushinagar,09,189,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
31,Lakshadweep,553,Lakshadweep District,31,587,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,161,Lalitpur,09,167,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,335,Latehar,20,359,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,234,Lohit,12,259,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,615,Longleng,13,268,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,206,Madhubani,10,207,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,578,Madurai,33,623,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,69,Mahendragarh,06,084,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,669,Mahisagar,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,784,Maihar,23,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,166,Mainpuri,09,148,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,706,Majuli,18,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,562,Malappuram,32,592,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,316,Malda,19,332,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,364,Malkangiri,21,399,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,684,Mancherial,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,168,Mau,09,192,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,247,Mon,13,261,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,720,Mulugu,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,207,Munger,10,226,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,545,Mysuru,29,577,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,579,Nagapattinam,33,618,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,484,Nagpur,27,505,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,51,Nainital,05,066,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,409,Narmadapuram,23,449,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,487,Nashik,27,516,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,453,Navsari,24,490,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,714,Noney,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,81,North East,07,092,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,270,North Tripura,16,292,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,749,Ntr,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,563,Palakkad,32,593,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,338,Palamu,20,358,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,665,Palghar,27,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,70,Panchkula,06,069,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,71,Panipat,06,075,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,743,Parvathipuram Manyam,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,662,Pathankot,03,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,53,Pithoragarh,05,062,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,213,Purbi Champaran,10,204,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,369,Puri,21,387,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,421,Raisen,23,446,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,518,Ranga Reddy,00,537,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,627,Reasi,01,020,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,425,Sagar,23,427,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,217,Samastipur,10,221,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,43,Sangrur,03,053,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,608,S.A.S Nagar,03,052,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,40,Shahid Bhagat Singh Nagar,03,039,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,182,Siddharthnagar,09,184,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,114,Sikar,08,111,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,495,Sindhudurg,27,529,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,115,Sirohi,08,117,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,74,Sirsa,06,079,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,585,Sivaganga,33,622,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,184,Sonbhadra,09,200,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,372,Sonepur,21,392,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,304,South 24 Parganas,19,343,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
30,Goa,552,South Goa,30,586,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,696,Suryapet,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,716,Tengnoupal,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,588,Theni,33,624,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,590,Thiruvarur,33,619,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,434,Tikamgarh,23,424,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,655,Unakoti,16,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,241,Upper Subansiri,12,249,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
